Review Title,Review Text,Sentiment,Review Length
Best in the market!,good one,1,2
Highly recommended,Good quality..,1,2
Terrific purchase,its a good product,1,4
Best in the market!,good product. Thanks for fast delivery.,1,6
Mind-blowing purchase,ok,0,1
Classy product,It is good,0,3
Could be way better,good replacement Service as i first gets a defective product,1,10
Does the job,Nice good price,1,3
Best in the market!,Very competitive price. Fast delivery.,1,5
Good quality product,100 % original,1,3
Very Good,Nice,1,1
Very Good,"good shuttle , thanks to Flipkart for a speedy delivery, product is authentic n original.",1,15
Super!,Hope the price remains same.Mavis 350 Oginal product. 👍,1,9
Classy product,Trustable,1,1
Must buy!,bad quality,0,2
Fabulous!,OK nice,0,2
Classy product,great product,1,2
Terrific purchase,best,1,1
Really Nice,recommended to friend ..genuine product,1,5
Mind-blowing purchase,best quality.,1,2
Very Good,best for the intermediate player,1,5
Brilliant,good deal,1,2
Worth the money,very good product,1,3
Perfect product!,it's a nice product by Yonex,1,6
Terrific purchase,nice products and thanks flipcart... for delivery,1,7
Highly recommended,Prompt delivery and good packaging ...last time wrong and damaged shipment made ..but this time took corrective action..Thank you.,1,19
Just wow!,super shuttle,1,2
Highly recommended,Very happy with the product ☺️,1,6
Best in the market!,awesome nice product,1,3
Classy product,fast service.I received it in one day,1,7
Must buy!,delivery not done how to give rating,1,7
Really Nice,very nice product,1,3
Brilliant,nice one,1,2
Great product,Genuine product,1,2
Quality,Very good & nice product,1,5
Very Good,product is nice...packing was worst..1 shuttle had broken inside for dat..delivered on assured day..still need to work on packaging a,1,20
Classy product,quality was good,1,3
Mind-blowing purchase,fast delivery and nice product,1,5
Value-for-money,supet,1,1
Good quality product,Ideal Good best,1,3
Great product,Perfect one,1,2
Excellent,It is very good or u can say best also. I fell in water many time and its still working the best,1,22
Fabulous!,Got original product from flip cart,1,6
Fabulous!,Thanks for speed dilevired,1,4
Wonderful,excellent,1,1
Simply awesome,very good,1,2
Excellent,got the best price...thanks FK,1,5
Very Good,product as described,1,3
Brilliant,Excellent delivered product,1,3
Fabulous!,its original,1,2
Great product,Thank you flip card for the best product. Though it was my first shopping still then it was awesome.,1,19
Value-for-money,best shuttle ever,1,3
Brilliant,"fantastic original product, if you are having a doubt, just don't worry, go for it .",1,16
Hated it!,great,1,1
Fair,Nice product.. Delivered on time.. Thank you flipkart,1,8
Must buy!,good for practice...,1,3
Useless product,no doubt universally the best.,1,5
Horrible,Nice and original one.. Go. For it,1,7
Highly recommended,this product is amazing I love it,1,7
Nice product,good product ...,1,3
Fair,a good one ..nice durability,1,5
Fabulous!,"Good, faster delivery... Thanks flipkart...",1,5
Wonderful,worth of money,1,3
Perfect product!,received packing loose,0,3
Unsatisfactory,good,0,1
Great quality and genuine price!!,it's a genuine and of good quality. go for it,1,10
Terrific purchase,many shuttles started having wobbly flight on second day of plating,0,11
Wonderful,Not good,0,2
Good choice,Good product with on time delivery. Loved it.,1,8
Just okay,i was ordered 2 pillars one was damaged but shuttle is good,1,12
Just wow!,very good,0,2
Fabulous!,nice product,1,2
Highly recommended,awesome product loved it,1,4
Classy product,"Waste product, ball so worst pls next time with good quality. Pls change the next time seller l.",0,18
Pretty good,Great shuttles....Even better than the ones available in the shops right now..,1,12
Terrific,Good quality shuttles were delivered and I am happy with the purchase,1,12
Worth every penny,👌👌👌,1,1
Delightful,value for money,0,3
Perfect product!,shipped within 24 hours. thanks for the quick delivery,1,9
Wonderful,really worth paying..best suited for outdoor and indoor as well,1,10
Very Good,"Best one for this budget. Even though I am a badminton novices, I still could feel the difference between this shuttle and other products.This is has very similar characteristics to a feather shuttle but lasts much longer.",1,37
Mind-blowing purchase,It's good,1,2
Nice product,very nice shuttle,1,3
Just wow!,Good. User friendly,1,3
Perfect product!,satisfied,1,1
Brilliant,durable and happy with this product.,1,6
Hi,good quality,1,2
Delightful,nice product,1,2
Does the job,good quality,1,2
Brilliant,Nice shuttle,1,2
Highly recommended,good shuttlecock.... Can play 8-9 regerous games....,1,7
Nice product,v good,1,2
Terrific purchase,good one.,1,2
Must buy!,Value for money,1,3
Must buy!,Nice cpcks working good,1,4
Super!,thats good,0,2
Simply awesome,It's just what I wanted. Prompt delivery.,1,7
Mind-blowing purchase,Outstanding,1,1
Delightful,good product at  low cost in comparision to market,1,9
Must buy!,genuine. good product and service,1,5
Worth every penny,Nice....,1,1
Fabulous!,Very good for both professionals and for training also,1,9
Mind-blowing purchase,Thank you. Nice to have at that price.,1,8
Good choice,good product in low price,1,5
Fabulous!,excellent product.simply we get cheaper than market.,1,7
Awesome,very good. rate relatively less,1,5
Best For Practice,thanks to flipkart,1,3
Simply awesome,good product,1,2
Simply awesome,Wow,1,1
A Very Decent Choice with a reasonable price.,Good,1,1
Worth every penny,gud nice product better to play for training purposes,1,9
Best in the market!,Good for intermediate players. A shuttle lasts for 4 to 6 games.,1,12
Brilliant,Received Original product,1,3
Best delivery,very gug,1,2
Super!,Good Shuttle for Beginners,1,4
Must buy!,very..good product,1,2
Must buy!,Best product,1,2
Best in the market!,Perfect for me,1,3
Worth the money,Found with a Decent price at Flipkart and The Manufacturing date was only three months old. So I am very satisfied with this deal.,1,24
Excellent,very good,1,2
Simply awesome,"prfect product, perfect delivery.",1,4
Excellent,Shuttles are good,1,3
Delightful,Superb product and love the fast serive of flipkart,1,9
Terrific purchase,Get Best price,1,3
Must buy!,Got it delivered very next day..good quality shuttle at this price,1,11
Very Good,Timely complete service..,1,3
Perfect product!,"Nice product,",1,2
Good deal,very nice,1,2
Genuine product,best shuttle,1,2
Just wow!,Good  for Daily practice,1,4
Must buy!,Excellent product.,1,2
Decent product,nice,1,1
Best shuttle for daily badminton practice,good,1,1
Highly recommended,I got what I have expected.....,1,6
Unsatisfactory,nice product,1,2
Awesome,quality product,1,2
Pretty good,On time delivery and 699/- is a good price.,1,9
Just wow!,Received product in excellent condition. Good packing and quick delivery. Keep it up Flipkart.,1,14
Shuttles are duplicate not a yonex,delivery is fast as expected... tq ekart logistics,1,8
Mind-blowing purchase,"Great product at best price at Rs 699 in Flipkart. They new stock as well. The shuttle is slow which is good. Also, the advantage of using this shuttle is that most tournaments hosted here in India at intermediate plus level use Yonex Mavis 350.",1,45
Mind-blowing purchase,"perfectly suitable for outdoor, but there is not much diff with local stores",1,13
Fair,Awesome product at this price and amazing services. Love you Flipkart.,1,11
Perfect product!,bad product,0,2
Highly recommended,Excellent,1,1
Brilliant,Marvelous good,1,2
Classy product,"product is OK, nicely packed.",1,5
Worth the money,This is duplicate product Shuttles are too fast like Red capPls dont buy,0,13
Worst experience ever!,"packing was awesome,no destruction in shuttle,great service,",1,7
Wonderful,nyc,1,1
All shuttle is not good he is mixing,We are playing with mavis 350 from last 5 years. I am buying mavis 350 from flipkart since last 3 years. Off late the quality of shuttles have degraded. The shuttles bought from flipkart are not slow as expected and are quite fast which makes them useless in hardly a game or two. The same when bought from store does not have such problem. This makes me doubt about the quality of shuttles.,0,73
Expected a better product,good one,1,2
Super!,good quality,1,2
Super!,it is good,1,3
Nice product,exellent product,1,2
Worth the money,Simply the best one,1,4
Decent product,Nice one long lasting,1,4
Pretty good,nice no wobbling  fly is perfect its orginal and some one boxes quality is bad,0,15
Disappointed. Duplicate.,Quality product,1,2
Duplicate shuttles,on time delivery. The product is original. 100% genuine.,1,9
Worth the money,"The seller is mixing good one with duplicates, 3 shuttle out of 6 was of fluctuation speed.  Means flight was not ok,  I almost bought 6 bundles, In kerala official rate 730, but he will give it for 699",0,39
Awesome,Product quality is not good,0,5
Terrific purchase,First class...:),1,2
Super!,NYC and original shuttle.,1,4
Good choice,condition is good but is available in market on the same price,1,12
Classy product,it's good,1,2
Very Good,Not bad,0,2
Mind-blowing purchase,ratewise excellent.,1,2
Nice product,Very disappointed with the shuttle quality. 3/6 shuttles wobble in the air. Zero stars,0,14
Worst experience ever!,"I have bought it on Flipkart, I used the shuttle but 2 out of 6 shuttles were very bad and remaining 4 also lasted for half the time how the other original shuttles use to go.",0,36
Not good,"good quality, durable and lasting..",1,5
Decent product,Excellent,1,1
Good,Very good,1,2
Pretty good,"Excellent,  but price should be a little bit less.",1,9
Must buy!,good n genuine product,1,4
Brilliant,"very fast delivery,  thanks flipcart",1,5
Just wow!,Third class product sent by flipkart. this time shuttle did not continue more than 2 days.,0,16
Simply awesome,Good,0,1
Worth every penny,good,0,1
Must buy!,Good one in the pack one or two are not having the correct flight,1,14
Terrible product,good one. neat packaing..fast delivery,1,5
Awesome,Magnificent Products,1,2
Simply awesome,After buying with multiple buyers this time found genuine shuttle thanks a lot to flipkart,1,15
Pretty good,gd product.. value for money,1,5
Mind-blowing purchase,price are less than deler,1,5
Nice product,good for regular usage in indoor,1,6
Terrific,product was not good,0,4
Moderate,The quality is so good. We are professional but still it lasts for long time.,1,15
Pretty good,best quality in low prise,1,5
Useless product,thanks flipkart,1,2
Excellent,highly worth,1,2
Worth every penny,I used 5 out of 6shuttles ... I felt good,1,10
Just okay,vry gud product n delivery superb,1,6
Super!,its good product,1,3
Don't waste your money,very good,1,2
Fair,good shuttle,1,2
Delightful,Bad product,0,2
Really Nice,worst shuttle waste of money,0,5
Thank,Excellent,1,1
Classy product,It really good,1,3
Fabulous!,it's ok,0,2
Must buy!,satisfied,1,1
Must buy!,"I am sorry for returned product which you sent to me,without seeing inside,you already sent one box,please send the remaining 3 boxes",1,22
Super!,Thanks,1,1
Super.....,Good but. Old stock products,1,5
Excellent,good quality thank you Flipkart,1,5
Excellent,these shuttles are as good as feather shuttle in flight and life is good as well,1,16
Brilliant,very good product....,1,3
Very Good,"Express delivery,. good keep it up",1,6
Good quality product,Good productlife is better and well balanced..speed is also good..shuttle is it is what I'm aspecting..,1,16
Highly recommended,nice for people who paly regularly massive shots last long and goof,1,12
Just wow!,Not genuine but ok for intermediate players,0,7
Terrific purchase,thanks,1,1
Don't waste your money,this product was very good . quality is very good .but delivery was too late,1,15
Awesome,Good I  am going to try and get a few things in this cart,1,14
Great product,good product,1,2
Worth every penny,goodquality,1,1
Wonderful,Good.,1,1
Best in the market!,Good product and Fast delivery.I like Flipkart,1,7
Fair,Nice product,1,2
Wonderful,Good product to have,1,4
Great product,best,1,1
Must buy!,Don't buy,0,2
Simply awesome,original product delivered by saller,1,5
Great product,Nice and good,1,3
Mind-blowing purchase,yonex mavis 350 good,1,4
Highly recommended,very good product and nice seller,1,6
Great product,quality not so gud,0,4
Good quality product,Really good product..but all shuttles are not of same quality,1,10
Value-for-money,"great shuttle, durable & perfect balanced...",1,6
Classy product,350yonex best,1,2
Just wow!,Must buy,1,2
Unsatisfactory,Good product.. All good.,1,4
Classy product,very gd products,1,3
Just wow!,Original Products,1,2
Very Good,Good one as expected.,1,4
Excellent,As usual Great. On-time delivery.,1,5
Good,thank you .... Nice product,1,5
Best in the market!,Good quality...,1,2
Good quality product,Wonderful product!!,1,2
Pretty good,I was sent with a broken seal box and used shuttles.. very disappointed.,0,13
Worth it,orginal. i am satisfied,1,4
Value-for-money,Nice and original product,1,4
Mind-blowing purchase,Gd,1,1
Just wow!,Nice 350,1,2
Simply awesome,Good price,1,2
Mind-blowing purchase,good quality with reasonable price,1,5
Awesome,I have received it in time. But doubtful if its original or not,0,13
Good quality product,best shuttle for middle class people :D,1,7
Good,"Good Product , Value for money.",1,6
Good quality product,Awsm product. Shuttles are very strong love to play with it.,1,11
Worth every penny,"Good product , bought this product many times but sometimes I can clearly see the product to product variation",1,19
Best shuttle to play,good,1,1
Just wow!,very good and fresh stock,1,5
Just wow!,genuine product,1,2
Classy product,Good packing and orginal yonex product..,1,6
Perfect product!,good product,1,2
Good quality product,perfect for outdoor too,1,4
Worth every penny,Shuttle is fast,1,3
Awesome,Good product . but delay in delivery.,1,7
Perfect product!,Nice Product,1,2
Pretty good,A better rate than in open market.,1,7
Must buy!,For outdoor it is best good for playing matches with friends,1,11
Terrific,very nice products,1,3
Very Good,superb....,1,1
Really Nice,Awesome,1,1
Highly recommended,Quick delivery Well done,1,4
Best in the market!,Good genuine product,1,3
Worth every penny,"Nice, good, fast delivery, low price",1,6
Just wow!,so nice,1,2
Classy product,Excellent quality...as expected!,1,3
Great product,not up to the mark,0,5
Really Nice,produt is good but delivery is very very bad......shame,1,9
Very Good,good one,1,2
Brilliant,Good and best price,1,4
Fabulous!,Very very good,1,3
Perfect product!,well made shuttles. may last 2 months each,1,8
Classy product,genuine product and quality is good. Thanks Flipkart,1,8
Awesome,"Yonex Mavish 350 with Green Cap Nylon Shuttle is fit not only for a beginner but also for a good player of Badminton. Go for it, it will not disappoint you.",1,31
Did not meet expectations,"best quality. quality products, quick delivery, very happy.",1,8
Classy product,Good one,1,2
Terrific purchase,price is high,1,3
Good,"package was perfectly packed, but in transition got slight damage in outer box only",1,14
Worth every penny,Superb quality..got my money's worth...thank you!,1,6
Just wow!,totally satisfied with the product,1,5
Good choice,it's good,1,2
Simply awesome,nice,1,1
Mind-blowing purchase,No worries.Good packing.Didnt face any issue with the product.,1,9
Perfect product!,very bad shuttle and heavy weight,0,6
Good product,Get open box.. shuttle .uumm.. ok..i know this 350 mavis is ausam..but when start game this shuttle is BUBBLING.. All shuttles BUBBLING.. MEAN TO SAY DIRECTIVE PCS,0,27
Terrific,Right choice for outdoor game,1,5
Genuine Product,Very nice packed and fast delivery good filpkart,1,8
Great product,nice,0,1
Just okay,good product,1,2
Fair,excellent...,1,1
Awesome,Quality is good,1,3
Good,"Cheked with sunrise, genuine product.",1,5
Excellent,Delivered before time. Very good deal. Awaiting such more deals.,1,10
Worth the money,ox,1,1
Must buy!,They r good,1,3
Pretty good,Very good quality,1,3
Does the job,Genuine product.,1,2
Perfect product!,Super Fast delivery and also best quality shuttlecocks,1,8
Perfect product!,midium  quality,0,2
Delightful,good,0,1
Just okay,It is a brilliant product,1,5
Terrific,the shuttles are not good and the quality is also not good,0,12
Best Price..,Good one,1,2
Nice product,original quality,1,2
Hated it!,Long lasting. Better performance,1,4
Super!,This product are breakable,0,4
Just wow!,"Must say, these are the nicest shuttles for the price I paid. Long lasting.",1,14
Brilliant,awesome!!,1,1
Very Good,These are Good For Who can't afford Feathers,1,8
Super!,Worst product ever purchased till now.hard lower part of the shutttles (4) is not fixed properly. Only the ist shuttle in the box is of proper quality rest are very bad in quality.,0,33
Highly recommended,It was Genuine Yonex I confirmed it on website The Plastic quality is soft and The Base Crock is less pours,1,21
Very poor,Great product,1,2
Worth the money,excellent for practice...!,1,3
Excellent,Nice product and durability,1,4
Worthless,Genuine product. Very fine quality.,1,5
Nice product with great delivery,good  as expected,1,3
Wonderful,value for money,1,3
Simply awesome,Awesome! and Excellent packaging for delicate item. Full marks to flipkart :),1,12
Value-for-money,Very cheap nd good shuttle,1,5
Good product at reasonable prices.,good quality,1,2
Really Nice,Nice product..seems original,1,3
Excellent,quality is not upto the mark,0,6
Worth every penny,good shuttle....worth the money,1,4
Great product,Worst quality,0,2
Very Good,Love Flipkart for wonderful offer and the delivery was great without damaging the delicate item,1,15
Simply awesome,It's good,1,2
Excellent,good product,1,2
Good quality product,Good quality...,1,2
Horrible,Thanks to seller and Flipkart. Fast delivery. behaviour of delivery boy was good. thanks,1,14
Highly recommended,hood,1,1
Best in the market!,good product superb,1,3
Original,good product and timly deliver,1,5
Perfect product!,super fast delivery by Flipkart. simply awesome,1,7
Nice product,good  product,1,2
Good quality product,"quick delivery, and quality is good",1,6
Really Nice,Not nice brake very fast,0,5
Pretty good,very good,1,2
Good quality product,Nice product.,1,2
Classy product,awesome,1,1
Simply awesome,Good ..Lasts couple of matches,1,5
Mind-blowing purchase,Nice product in best price,1,5
Good choice,"no comments, now a days shuttle quality is less only they doing it for business purposes",1,16
Does the job,good but price increased,1,4
Pretty good,Useful Product...  Worth for Money,1,5
Delightful,Good product.The only issue with the shuttles is that the cork of the shuttle goes off while the upper part remains ok at that moment. We used a transparent tape around the green strip on the new shuttle to mitigate the issue.Thanks.,1,42
Horrible,Nice,1,1
Just wow!,awesome product with discount,1,4
Does the job,Shuttles are fine like normal ones and delivered on time,1,10
Awesome,amazing cashback from phonepe.,1,4
Worst experience ever!,best quality,1,2
Nice,I ordered it for 709 and next day it was available for 669.,1,13
Terrific purchase,"Having 6 shuttles in the box,but all are not having the same quality what i felt when i am using it.",0,21
Decent product,Nice prodect,1,2
Brilliant,Very good on dry weather,1,5
Pretty good,This product is pirated and now a days we are getting lot of pirated products from Flipkart so be aware of this...,0,22
Perfect product!,awesome Flipkart gives always value money it is one,1,9
Good choice,Best product,1,2
Super!,Good not better,0,3
Very poor,Nice 1,1,2
Good choice,these are not  slow shuttles. It is medium or fast. slow and medium shuttles are mixed. Very Bad.,0,18
Classy product,sublimate items,0,2
Worthless,awesome,1,1
Very poor,nice deal,1,2
Decent product,Good product..  Nice quality....,0,4
Wonderful,Nic,1,1
Very Good,Good product thanks,1,3
Just wow!,Useless,0,1
Awesome,It's good,1,2
Terrific purchase,best product,1,2
Just wow!,"Shuttle base is very poor, Recent shuttles comes with porous wood which gets withered away in a few days.",0,19
Classy product,"very bad,don't buy....",0,3
Nice product,Quality is not good,0,4
Good quality product,Once quality,0,2
Perfect product!,Good one .but not the same weight ..from the one we get from shop..but lasts.more,1,15
Slightly disappointed,Good very lasting,1,3
Pretty good,Good product. Long lasting.,1,4
Does the job,supper product,1,2
Not good,awesome product,1,2
Value-for-money,The quality of the shuttles were really good and each one lasts a week. I am really happy that i got a original yonex product because fake shuttles have become very common today,1,33
Must buy!,Gd product...,1,2
Excellent,nice product,1,2
Worth every penny,Poor quality shuttle breaks in single day,0,7
Best in class,good,1,1
Excellent,good  quality,0,2
Simply awesome and too good compared to price,it's not good quality,0,4
Perfect product!,Nice product and speed delivered....,1,5
Hated it!,good,1,1
Yones mavis 350,Nice,1,1
Worthless,Nice one!!!,1,2
Great product,good excellent performance.,1,3
Nice product,Awesome product,1,2
Not good,It's good,1,2
Good choice,Best shuttle for intermediate level..,1,5
Useless product,Superb product in this price. Really all shuttles are good . Too good in this price.,1,16
Nice product,Great product with very good price,1,6
Worth the money,Very poor,0,2
Expected a better product,Good product...lasts two days of powerful games,1,7
Unsatisfactory,Good quality but high rate,0,5
Good,Great value for money deal...on time delivery and cheapest in the market,1,12
Terrific,Good product,0,2
Great product,fine,1,1
Awesome,"Checked the product on the official site. It is genuine. I am more pleased by the quick delivery, within 2 days. Excellent service.",1,23
Classy product,Looks not genuine,0,3
Highly recommended,Good one👌,1,2
Very Good,The head of the shuttle usually break after a few matches.,0,11
Not recommended at all,Worst shuttle by flipkart services,0,5
Just wow!,Everything,1,1
Best in the market!,thanks,1,1
Value-for-money,"Amazingly quick delivery, didn't even take 12 hours",1,8
Excellent,Good quality shuttle with a long lasting quality.,1,8
Excellent,Excellent condition and product,1,4
Good quality product,Original shuttles.,1,2
Lasting,excellent shuttle.,1,2
Best in the market!,Superb for regular practice. Good accuracy and appropriate weight.,1,9
Good,Quality not acceptable,0,3
Highly recommended,Super product,1,2
Perfect product!,Excellent product,1,2
Good choice,In nylon shuttle s 350 or 300 are ok best,1,10
Best in the market!,very good quality,1,3
Must buy!,This is durable shettle,1,4
Nice product,Super,1,1
Really Nice,"The only reason I bought it online was beaucse if the price. Quality is good as any mavis 350 shuttles. If you find within 700 Rs, go for it",1,29
Decent product,Good one and lasting,1,4
Highly recommended,very nice product marvis 350.,1,5
Wonderful,Durable,1,1
Wonderful,it's awesome,1,2
Very Good,Gud product.. Thank you flipkart.. 👍,1,6
Great product,I use it everyday for 1 hour and it last for 1 week,1,13
Fair,NYC product,1,2
Best in the market!,good prdt,1,2
Worth the money,Wrost item,1,2
Just okay,It is a okay product. The cork at the bottom wears out soon and the top part gets torn too soon. Have doubts whether it is original,0,27
Unsatisfactory,100 percent original shuttles from flipkart at very good price.,1,10
Really Nice,Fentastic,1,1
Just wow!,Ultimate,1,1
Worth every penny,Fantastic,1,1
Best in the market!,Good quality,1,2
Good choice,Good one and original.,1,4
Very Good,Not good for good players,0,5
Decent product,Good  quality .,1,3
Terrific purchase,Shuttle is good overall.,1,4
Just wow!,Hmmm.. Good,1,2
Nice,Not good,0,2
Highly recommended,Great product... I'm extremely happy with the product... A great buy indeed...,1,12
Perfect product!,"One of the best shuttle for intermediate players, slow and steady.",1,11
Classy product,I have bought it twice and it is really cool. Worth buying online. Especially when there is offer,1,18
Nice product,Average quality of shuttles,1,4
Bad quality,Fine,1,1
Just wow!,Product not delivered ontime,0,4
Value-for-money,i am happy,1,3
Yonex,Flipkart service is good but the product quality is not good it is damaging at the bottom,0,17
Wonderful,It's very good,1,3
Pretty good,Gud productFast deliveryBest price 710,1,5
Horrible,Good buy!!,1,2
Perfect product!,I am all ways buying this shuttle from this seller only and I am all ways getting  good product but this time I got two defective shuttle in  which base was cracked and delivery time was also very much it had take near by one week(8days) to deliver .,0,49
Excellent,Mavis 350 best for out door playIt is durable can play 40 games,1,13
Simply awesome,its cool,1,2
Delightful,Good shuttle,1,2
Worthless,These are best,1,3
Worth every penny,this is nonsense product . He cheated me,0,8
Really Nice,very fast,0,2
Classy product,Nice product,1,2
Worth the money,Not of good quality..,0,4
Super!,Economic sir please very good very economic everybody go for it nice,1,12
Awesome,Good one to buy,0,4
Highly recommended,Bad,0,1
Nice,Nothing to comment on product. But the package was not that great,1,12
Very Good,Awesome item for this price. We play on hard surface in our housing society.... We hit a lot of smashes.... We can play with 1 shuttlecock for 4 days maximum.,1,30
Not recommended at all,a good onewe played continuously 15 daysvalue of moneysatisfied with this product,1,12
Best in the market!,Suppar prodect,1,2
Terrific,"This one was not seems to be original, flight and speed variation was there compared to the original .",1,19
Brilliant,Good quality.... Good flight... Last for 4or 5 games with same flight and speed..,1,14
Terrific,Superr,1,1
Really Nice,Good quality but  the shuttlecock got destroyed in an week,0,10
Just wow!,Nice quality,1,2
Terrific,It sucks I've got 6/6 shuttles Worthless piece of junk,0,10
Wonderful,Its very niceI book anything,1,5
Pretty good,"It a nice one  No wastage of money , right utilization of money",1,13
Great product,Excellent,1,1
Nice product,The packing is very good and the rate is moderate,1,10
Wonderful,Original.,1,1
Delightful,Ya good,1,2
Perfect product!,Gud quality,1,2
Best Buy,Good to play,1,3
Mind-blowing purchase,Original product I recommend.,1,4
Awesome,Some better,1,2
Really Nice,"Good, original product",1,3
Terrific,Good product,1,2
Just wow!,Supper duper,1,2
Fair,Seem to genuine ones..,1,4
Not good,Good product and service,1,4
Great product,Best Deal on proven product.,1,5
Did not meet expectations,Thanks to flip cart for before expected delivery,1,8
Classy product,Best one... worthy for money,1,5
Great product,Good but in the add  you have given mavis 350 1/2 Doz +3. Where is+3?,1,15
Excellent,Best product.....no need to confuse....just buy it....,1,7
Best in the market!,Fast deliveryOriginal productReasonable price,1,4
Terrific purchase,"he say first 620 , and amount take 700",1,9
Very nice shuttle,Good,0,1
Very Good,Good produt,0,2
Great product,Its good in flipkart as its easy to order any thing.,1,11
Mind-blowing purchase,"Worst product, wrong item send",0,5
Great product,It was delivered before time thanks,1,6
Nic,Good quality products,1,3
Highly recommended,Nice product ....I am really happy thanku Flipkart,1,8
Mind-blowing purchase,Not looking genuine,1,3
Worth the money,Best quality for tis rate,1,5
Worth the money,Best quality 👍👍,1,3
Good choice,We play badminton on tar road. This shuttle is very durable and lasts a week on the road. Previously we used to use mavi2000i that used to spoil in 2 days.,1,31
Value-for-money,Superb,1,1
Awesome,Good shuttles and affordable price,1,5
Original,Super quality good product,1,4
Excellent,Great quality!!,1,2
Wonderful,One of the best shuttlecock ever usedMust buy for everyone,1,10
Terrific,It's great experience to buying yonex 350 from flipkart .flipkart five awesome offers,1,13
Worst experience ever!,Good product,1,2
Does the job,"Good product ,I think it's original brand",1,7
Fabulous!,Product is good but price lil high. Waiting for sale season.,1,11
Perfect product!,Nice shuttle. Thanks Flipkart for good packing and timely delivery.,1,10
Terrible product,Best quality,1,2
Nice product,It's was totally original mavish 350 thanks a lot,1,9
Must buy!,Good  product,1,2
Not good,Best from Flipkart,1,3
Utterly Disappointed,Received a completely different item of cheap quality.,0,8
Useless product,Best hai bro...,1,3
Super!,Best shuttle fr outdoor.   . I love it,1,8
Value-for-money,This is  an imitation of original mavis 350.I have been playing with mavis for 10 yrs now.,0,17
Terrific purchase,Good for indoors!,1,3
Awesome,This product is good and dilevery boy also good.........,1,9
Really Nice,Product as expected and displayed.... Thankyou,1,6
Terrific,Best in Quality.,1,3
Brilliant,Quality is poor.  Few are not good at beginning.,0,9
Great product,Very disgusting product .,0,4
Really Nice,Poor quality,0,2
Simply awesome,Nic,1,1
Absolute rubbish!,Very good product,1,3
Classy product,Solid,1,1
Classy product,ee recived the orginal one nice..,1,6
Classy product,Good product by yonex,1,4
Not good,Not bad,0,2
Terrific purchase,Best shuttle,0,2
Perfect product!,Nice price,1,2
Waste of money!,Great product,1,2
Good quality product,Nice and genuine product,1,4
Classy product,Good product but rate is high,1,6
Best in the market!,Satisfied,1,1
Excellent,Default product delivered by your company,0,6
Very Good,Super,1,1
Good,Great..,1,1
Just okay,ideal for beginner and intermediate level players. Lasts longer.,1,9
Good,Ok,1,1
Worth the money,Bad quality,0,2
Not good,Nice Product...,1,2
Wonderful,Good.,1,1
Brilliant,Not so good...very poor quality.,0,5
Just wow!,Good productBut doesn't have life for long time 🤣🤣,1,9
Wonderful,very bad quality,0,3
Just wow!,Gud to play,0,3
Terrific,Using the 1st out of 6 shuttles. So far so good,0,11
Its ok,Good product,1,2
Perfect product!,Few shuttles are not good.,0,5
Awesome,It came very soon I really appreciate,1,7
Pretty good,Nice durability,1,2
Delightful,Best shuttle in good price,1,5
Value-for-money,The product was well packed n contained Mavis 350 shuttles only n were brand new. Delivered with 24 hours. Happy with the purchase,1,23
Nice,Nice very good product,1,4
Really Nice,Good packing and delivery. Product original and Yonex 350 always better to buy  for senior players,1,16
Fabulous!,"Fast delivery, good packing and 100% original",1,7
Great product,Not bad,0,2
Terrific,gvry gd product,1,3
Awesome,Mavis 350 good but Coriyar not good every time ask money,1,11
Good quality product,Best badminton experience ever.,1,4
Highly recommended,Its a proper professional shuttle and doesn't deviate much in the open area with the wind pressure,1,17
Good,I loved it,1,3
Worth every penny,"Shuttlecock quality is okay, lasts only for 2-3 games (doubles/21 point) after which it wobbles",1,15
Good choice,Thanks to Ekart boy.. good service,1,6
Awesome,Good product buy less than 650,1,6
Really Nice,good price,1,2
Super!,Nice product and the shuttles are super,1,7
Just okay,"Nice one, go for it.",1,5
Fabulous!,90% ok,1,2
Fabulous!,Delivered within one day . Good,1,6
Fabulous!,The product is awesome and the delivery boy delivered the product on time and he was very nice person.,1,19
Delightful,Best price in all yonex suttle,1,6
Yonex rocks,Good,1,1
Mind-blowing purchase,suits our group...,1,3
Good choice,Nice,0,1
Best in the market!,Not bad...,0,2
Just okay,I felt difference in shuttle quality comparing with offline store..I doubt product authenticity..,0,13
Good quality product,Nice,1,1
Great product,"Genuine and good product, Best Service by Flipkart",1,8
Really Nice,Mst awom product,1,3
Worth every penny,Thanks.,1,1
Could be way better,Nice one with affordable price,1,5
Awesome,Good one,1,2
Only for professionals,I am satisfied with ur service,1,6
Very Good,Best for professionals,1,3
Expected a better product,Gud,1,1
Delightful,Average,0,1
Worth the money,Very good quality,1,3
Awesome,It is good in qualityPerformance is goodBut life time is short,1,11
Just wow!,Great suttle by yonex,1,4
Wonderful,Very bad product,0,3
Brilliant,Good quality product thanks for yonex,1,6
Really Nice,Its good for professionals.. for beginners it will have less life.. u can get it running only for 3 days..,0,20
Must buy!,As found as expected,1,4
Terrific,Very good product,1,3
Useless product,This is worth buying trust me!.,1,6
Simply awesome,Most durable product,1,3
Best in the market!,Good and delivered as mentioned,1,5
Excellent,Timely delivery and product as expected,1,6
Yonex Mavis 350,price is lower than other sellersbut it is slower than mavis 10 blue cap,1,14
Just wow!,nice product,0,2
