Final Text,Sentiment
highly recommended. prompt delivery and good packaging ...last time wrong and damaged shipment made ..but this time took corrective action..thank you.,1
just wow . super shuttle,1
highly recommended. very happy with the product,1
best in the market . awesome nice product,1
classy product. fast service.i received it in one day,1
must buy . delivery not done how to give rating,1
really nice. very nice product,1
brilliant. nice one,1
great product. genuine product,1
quality. very good nice product,1
very good. product is nice...packing was worst..1 shuttle had broken inside for dat..delivered on assured day..still need to work on packaging a,1
classy product. quality was good,1
mind blowing purchase. fast delivery and nice product,1
value for money. supet,1
good quality product. ideal good best,1
great product. perfect one,1
excellent. it is very good or u can say best also. i fell in water many time and its still working the best,1
fabulous . got original product from flip cart,1
fabulous . thanks for speed dilevired,1
wonderful. excellent,1
simply awesome. very good,1
excellent. got the best price...thanks fk,1
very good. product as described,1
brilliant. excellent delivered product,1
fabulous . its original,1
great product. thank you flip card for the best product. though it was my first shopping still then it was awesome.,1
value for money. best shuttle ever,1
brilliant. fantastic original product if you are having a doubt just don t worry go for it .,1
hated it . great,1
fair. nice product.. delivered on time.. thank you flipkart,1
must buy . good for practice...,1
useless product. no doubt universally the best.,1
horrible. nice and original one.. go. for it,1
highly recommended. this product is amazing i love it,1
nice product. good product ...,1
fair. a good one ..nice durability,1
fabulous . good faster delivery... thanks flipkart...,1
wonderful. worth of money,1
perfect product . received packing loose,0
unsatisfactory. good,0
great quality and genuine price . it s a genuine and of good quality. go for it,1
terrific purchase. many shuttles started having wobbly flight on second day of plating,0
wonderful. not good,0
good choice. good product with on time delivery. loved it.,1
just okay. i was ordered 2 pillars one was damaged but shuttle is good,1
just wow . very good,0
fabulous . nice product,1
highly recommended. awesome product loved it,1
classy product. waste product ball so worst pls next time with good quality. pls change the next time seller l.,0
pretty good. great shuttles....even better than the ones available in the shops right now..,1
terrific. good quality shuttles were delivered and i am happy with the purchase,1
worth every penny.,1
delightful. value for money,0
perfect product . shipped within 24 hours. thanks for the quick delivery,1
wonderful. really worth paying..best suited for outdoor and indoor as well,1
very good. best one for this budget. even though i am a badminton novices i still could feel the difference between this shuttle and other products.this is has very similar characteristics to a feather shuttle but lasts much longer.,1
mind blowing purchase. it s good,1
nice product. very nice shuttle,1
just wow . good. user friendly,1
perfect product . satisfied,1
brilliant. durable and happy with this product.,1
hi. good quality,1
delightful. nice product,1
does the job. good quality,1
brilliant. nice shuttle,1
highly recommended. good shuttlecock.... can play 8 9 regerous games....,1
nice product. v good,1
terrific purchase. good one.,1
must buy . value for money,1
must buy . nice cpcks working good,1
super . thats good,0
simply awesome. it s just what i wanted. prompt delivery.,1
mind blowing purchase. outstanding,1
delightful. good product at low cost in comparision to market,1
must buy . genuine. good product and service,1
worth every penny. nice....,1
fabulous . very good for both professionals and for training also,1
mind blowing purchase. thank you. nice to have at that price.,1
good choice. good product in low price,1
fabulous . excellent product.simply we get cheaper than market.,1
awesome. very good. rate relatively less,1
best for practice. thanks to flipkart,1
simply awesome. good product,1
simply awesome. wow,1
a very decent choice with a reasonable price.. good,1
worth every penny. gud nice product better to play for training purposes,1
best in the market . good for intermediate players. a shuttle lasts for 4 to 6 games.,1
brilliant. received original product,1
best delivery. very gug,1
super . good shuttle for beginners,1
must buy . very..good product,1
must buy . best product,1
best in the market . perfect for me,1
worth the money. found with a decent price at flipkart and the manufacturing date was only three months old. so i am very satisfied with this deal.,1
excellent. very good,1
simply awesome. prfect product perfect delivery.,1
excellent. shuttles are good,1
delightful. superb product and love the fast serive of flipkart,1
terrific purchase. get best price,1
must buy . got it delivered very next day..good quality shuttle at this price,1
very good. timely complete service..,1
perfect product . nice product,1
good deal. very nice,1
genuine product. best shuttle,1
just wow . good for daily practice,1
must buy . excellent product.,1
decent product. nice,1
best shuttle for daily badminton practice. good,1
highly recommended. i got what i have expected.....,1
unsatisfactory. nice product,1
awesome. quality product,1
pretty good. on time delivery and 699 is a good price.,1
just wow . received product in excellent condition. good packing and quick delivery. keep it up flipkart.,1
shuttles are duplicate not a yonex. delivery is fast as expected... tq ekart logistics,1
mind blowing purchase. great product at best price at rs 699 in flipkart. they new stock as well. the shuttle is slow which is good. also the advantage of using this shuttle is that most tournaments hosted here in india at intermediate plus level use yonex mavis 350.,1
mind blowing purchase. perfectly suitable for outdoor but there is not much diff with local stores,1
fair. awesome product at this price and amazing services. love you flipkart.,1
perfect product . bad product,0
highly recommended. excellent,1
brilliant. marvelous good,1
classy product. product is ok nicely packed.,1
worth the money. this is duplicate product shuttles are too fast like red cappls dont buy,0
worst experience ever . packing was awesome no destruction in shuttle great service,1
wonderful. nyc,1
all shuttle is not good he is mixing. we are playing with mavis 350 from last 5 years. i am buying mavis 350 from flipkart since last 3 years. off late the quality of shuttles have degraded. the shuttles bought from flipkart are not slow as expected and are quite fast which makes them useless in hardly a game or two. the same when bought from store does not have such problem. this makes me doubt about the quality of shuttles.,0
expected a better product. good one,1
super . good quality,1
super . it is good,1
nice product. exellent product,1
worth the money. simply the best one,1
decent product. nice one long lasting,1
pretty good. nice no wobbling fly is perfect its orginal and some one boxes quality is bad,0
disappointed. duplicate.. quality product,1
duplicate shuttles. on time delivery. the product is original. 100 genuine.,1
worth the money. the seller is mixing good one with duplicates 3 shuttle out of 6 was of fluctuation speed. means flight was not ok i almost bought 6 bundles in kerala official rate 730 but he will give it for 699,0
awesome. product quality is not good,0
terrific purchase. first class...,1
super . nyc and original shuttle.,1
good choice. condition is good but is available in market on the same price,1
classy product. it s good,1
very good. not bad,0
mind blowing purchase. ratewise excellent.,1
nice product. very disappointed with the shuttle quality. 3 6 shuttles wobble in the air. zero stars,0
worst experience ever . i have bought it on flipkart i used the shuttle but 2 out of 6 shuttles were very bad and remaining 4 also lasted for half the time how the other original shuttles use to go.,0
not good. good quality durable and lasting..,1
decent product. excellent,1
good. very good,1
pretty good. excellent but price should be a little bit less.,1
must buy . good n genuine product,1
brilliant. very fast delivery thanks flipcart,1
just wow . third class product sent by flipkart. this time shuttle did not continue more than 2 days.,0
simply awesome. good,0
worth every penny. good,0
must buy . good one in the pack one or two are not having the correct flight,1
terrible product. good one. neat packaing..fast delivery,1
awesome. magnificent products,1
simply awesome. after buying with multiple buyers this time found genuine shuttle thanks a lot to flipkart,1
pretty good. gd product.. value for money,1
mind blowing purchase. price are less than deler,1
nice product. good for regular usage in indoor,1
terrific. product was not good,0
moderate. the quality is so good. we are professional but still it lasts for long time.,1
pretty good. best quality in low prise,1
useless product. thanks flipkart,1
excellent. highly worth,1
worth every penny. i used 5 out of 6shuttles ... i felt good,1
just okay. vry gud product n delivery superb,1
super . its good product,1
don t waste your money. very good,1
fair. good shuttle,1
delightful. bad product,0
really nice. worst shuttle waste of money,0
thank. excellent,1
classy product. it really good,1
fabulous . it s ok,0
must buy . satisfied,1
must buy . i am sorry for returned product which you sent to me without seeing inside you already sent one box please send the remaining 3 boxes,1
super . thanks,1
super...... good but. old stock products,1
excellent. good quality thank you flipkart,1
excellent. these shuttles are as good as feather shuttle in flight and life is good as well,1
brilliant. very good product....,1
very good. express delivery . good keep it up,1
good quality product. good productlife is better and well balanced..speed is also good..shuttle is it is what i m aspecting..,1
highly recommended. nice for people who paly regularly massive shots last long and goof,1
just wow . not genuine but ok for intermediate players,0
terrific purchase. thanks,1
don t waste your money. this product was very good . quality is very good .but delivery was too late,1
awesome. good i am going to try and get a few things in this cart,1
great product. good product,1
worth every penny. goodquality,1
wonderful. good.,1
best in the market . good product and fast delivery.i like flipkart,1
fair. nice product,1
wonderful. good product to have,1
great product. best,1
must buy . don t buy,0
simply awesome. original product delivered by saller,1
great product. nice and good,1
mind blowing purchase. yonex mavis 350 good,1
highly recommended. very good product and nice seller,1
great product. quality not so gud,0
good quality product. really good product..but all shuttles are not of same quality,1
value for money. great shuttle durable perfect balanced...,1
classy product. 350yonex best,1
just wow . must buy,1
unsatisfactory. good product.. all good.,1
classy product. very gd products,1
just wow . original products,1
very good. good one as expected.,1
excellent. as usual great. on time delivery.,1
good. thank you .... nice product,1
best in the market . good quality...,1
good quality product. wonderful product,1
pretty good. i was sent with a broken seal box and used shuttles.. very disappointed.,0
worth it. orginal. i am satisfied,1
value for money. nice and original product,1
mind blowing purchase. gd,1
just wow . nice 350,1
simply awesome. good price,1
mind blowing purchase. good quality with reasonable price,1
awesome. i have received it in time. but doubtful if its original or not,0
good quality product. best shuttle for middle class people d,1
good. good product value for money.,1
good quality product. awsm product. shuttles are very strong love to play with it.,1
worth every penny. good product bought this product many times but sometimes i can clearly see the product to product variation,1
best shuttle to play. good,1
just wow . very good and fresh stock,1
just wow . genuine product,1
classy product. good packing and orginal yonex product..,1
perfect product . good product,1
good quality product. perfect for outdoor too,1
worth every penny. shuttle is fast,1
awesome. good product . but delay in delivery.,1
perfect product . nice product,1
pretty good. a better rate than in open market.,1
must buy . for outdoor it is best good for playing matches with friends,1
terrific. very nice products,1
very good. superb....,1
really nice. awesome,1
highly recommended. quick delivery well done,1
best in the market . good genuine product,1
worth every penny. nice good fast delivery low price,1
just wow . so nice,1
classy product. excellent quality...as expected,1
great product. not up to the mark,0
really nice. produt is good but delivery is very very bad......shame,1
very good. good one,1
brilliant. good and best price,1
fabulous . very very good,1
perfect product . well made shuttles. may last 2 months each,1
classy product. genuine product and quality is good. thanks flipkart,1
awesome. yonex mavish 350 with green cap nylon shuttle is fit not only for a beginner but also for a good player of badminton. go for it it will not disappoint you.,1
did not meet expectations. best quality. quality products quick delivery very happy.,1
classy product. good one,1
terrific purchase. price is high,1
good. package was perfectly packed but in transition got slight damage in outer box only,1
worth every penny. superb quality..got my money s worth...thank you,1
just wow . totally satisfied with the product,1
good choice. it s good,1
simply awesome. nice,1
mind blowing purchase. no worries.good packing.didnt face any issue with the product.,1
perfect product . very bad shuttle and heavy weight,0
good product. get open box.. shuttle .uumm.. ok..i know this 350 mavis is ausam..but when start game this shuttle is bubbling.. all shuttles bubbling.. mean to say directive pcs,0
terrific. right choice for outdoor game,1
genuine product. very nice packed and fast delivery good filpkart,1
great product. nice,0
just okay. good product,1
fair. excellent...,1
awesome. quality is good,1
good. cheked with sunrise genuine product.,1
excellent. delivered before time. very good deal. awaiting such more deals.,1
worth the money. ox,1
must buy . they r good,1
pretty good. very good quality,1
does the job. genuine product.,1
perfect product . super fast delivery and also best quality shuttlecocks,1
perfect product . midium quality,0
delightful. good,0
just okay. it is a brilliant product,1
terrific. the shuttles are not good and the quality is also not good,0
best price... good one,1
nice product. original quality,1
hated it . long lasting. better performance,1
super . this product are breakable,0
just wow . must say these are the nicest shuttles for the price i paid. long lasting.,1
brilliant. awesome,1
very good. these are good for who can t afford feathers,1
super . worst product ever purchased till now.hard lower part of the shutttles 4 is not fixed properly. only the ist shuttle in the box is of proper quality rest are very bad in quality.,0
highly recommended. it was genuine yonex i confirmed it on website the plastic quality is soft and the base crock is less pours,1
very poor. great product,1
worth the money. excellent for practice...,1
excellent. nice product and durability,1
worthless. genuine product. very fine quality.,1
nice product with great delivery. good as expected,1
wonderful. value for money,1
simply awesome. awesome and excellent packaging for delicate item. full marks to flipkart,1
value for money. very cheap nd good shuttle,1
good product at reasonable prices.. good quality,1
really nice. nice product..seems original,1
excellent. quality is not upto the mark,0
worth every penny. good shuttle....worth the money,1
great product. worst quality,0
very good. love flipkart for wonderful offer and the delivery was great without damaging the delicate item,1
simply awesome. it s good,1
excellent. good product,1
good quality product. good quality...,1
horrible. thanks to seller and flipkart. fast delivery. behaviour of delivery boy was good. thanks,1
highly recommended. hood,1
best in the market . good product superb,1
original. good product and timly deliver,1
perfect product . super fast delivery by flipkart. simply awesome,1
nice product. good product,1
good quality product. quick delivery and quality is good,1
really nice. not nice brake very fast,0
pretty good. very good,1
good quality product. nice product.,1
classy product. awesome,1
simply awesome. good ..lasts couple of matches,1
mind blowing purchase. nice product in best price,1
good choice. no comments now a days shuttle quality is less only they doing it for business purposes,1
does the job. good but price increased,1
pretty good. useful product... worth for money,1
delightful. good product.the only issue with the shuttles is that the cork of the shuttle goes off while the upper part remains ok at that moment. we used a transparent tape around the green strip on the new shuttle to mitigate the issue.thanks.,1
horrible. nice,1
just wow . awesome product with discount,1
does the job. shuttles are fine like normal ones and delivered on time,1
awesome. amazing cashback from phonepe.,1
worst experience ever . best quality,1
nice. i ordered it for 709 and next day it was available for 669.,1
terrific purchase. having 6 shuttles in the box but all are not having the same quality what i felt when i am using it.,0
decent product. nice prodect,1
brilliant. very good on dry weather,1
pretty good. this product is pirated and now a days we are getting lot of pirated products from flipkart so be aware of this...,0
perfect product . awesome flipkart gives always value money it is one,1
good choice. best product,1
super . good not better,0
very poor. nice 1,1
good choice. these are not slow shuttles. it is medium or fast. slow and medium shuttles are mixed. very bad.,0
classy product. sublimate items,0
worthless. awesome,1
very poor. nice deal,1
decent product. good product.. nice quality....,0
wonderful. nic,1
very good. good product thanks,1
just wow . useless,0
awesome. it s good,1
terrific purchase. best product,1
just wow . shuttle base is very poor recent shuttles comes with porous wood which gets withered away in a few days.,0
classy product. very bad don t buy....,0
nice product. quality is not good,0
good quality product. once quality,0
perfect product . good one .but not the same weight ..from the one we get from shop..but lasts.more,1
slightly disappointed. good very lasting,1
pretty good. good product. long lasting.,1
does the job. supper product,1
not good. awesome product,1
value for money. the quality of the shuttles were really good and each one lasts a week. i am really happy that i got a original yonex product because fake shuttles have become very common today,1
must buy . gd product...,1
excellent. nice product,1
worth every penny. poor quality shuttle breaks in single day,0
best in class. good,1
excellent. good quality,0
simply awesome and too good compared to price. it s not good quality,0
perfect product . nice product and speed delivered....,1
hated it . good,1
yones mavis 350. nice,1
worthless. nice one,1
great product. good excellent performance.,1
nice product. awesome product,1
not good. it s good,1
good choice. best shuttle for intermediate level..,1
useless product. superb product in this price. really all shuttles are good . too good in this price.,1
nice product. great product with very good price,1
worth the money. very poor,0
expected a better product. good product...lasts two days of powerful games,1
unsatisfactory. good quality but high rate,0
good. great value for money deal...on time delivery and cheapest in the market,1
terrific. good product,0
great product. fine,1
awesome. checked the product on the official site. it is genuine. i am more pleased by the quick delivery within 2 days. excellent service.,1
classy product. looks not genuine,0
highly recommended. good one,1
very good. the head of the shuttle usually break after a few matches.,0
not recommended at all. worst shuttle by flipkart services,0
just wow . everything,1
best in the market . thanks,1
value for money. amazingly quick delivery didn t even take 12 hours,1
excellent. good quality shuttle with a long lasting quality.,1
excellent. excellent condition and product,1
good quality product. original shuttles.,1
lasting. excellent shuttle.,1
best in the market . superb for regular practice. good accuracy and appropriate weight.,1
good. quality not acceptable,0
highly recommended. super product,1
perfect product . excellent product,1
good choice. in nylon shuttle s 350 or 300 are ok best,1
best in the market . very good quality,1
must buy . this is durable shettle,1
nice product. super,1
really nice. the only reason i bought it online was beaucse if the price. quality is good as any mavis 350 shuttles. if you find within 700 rs go for it,1
decent product. good one and lasting,1
highly recommended. very nice product marvis 350.,1
wonderful. durable,1
wonderful. it s awesome,1
very good. gud product.. thank you flipkart..,1
great product. i use it everyday for 1 hour and it last for 1 week,1
fair. nyc product,1
best in the market . good prdt,1
worth the money. wrost item,1
just okay. it is a okay product. the cork at the bottom wears out soon and the top part gets torn too soon. have doubts whether it is original,0
unsatisfactory. 100 percent original shuttles from flipkart at very good price.,1
really nice. fentastic,1
just wow . ultimate,1
worth every penny. fantastic,1
best in the market . good quality,1
good choice. good one and original.,1
very good. not good for good players,0
decent product. good quality .,1
terrific purchase. shuttle is good overall.,1
just wow . hmmm.. good,1
nice. not good,0
highly recommended. great product... i m extremely happy with the product... a great buy indeed...,1
perfect product . one of the best shuttle for intermediate players slow and steady.,1
classy product. i have bought it twice and it is really cool. worth buying online. especially when there is offer,1
nice product. average quality of shuttles,1
bad quality. fine,1
just wow . product not delivered ontime,0
value for money. i am happy,1
yonex. flipkart service is good but the product quality is not good it is damaging at the bottom,0
wonderful. it s very good,1
pretty good. gud productfast deliverybest price 710,1
horrible. good buy,1
perfect product . i am all ways buying this shuttle from this seller only and i am all ways getting good product but this time i got two defective shuttle in which base was cracked and delivery time was also very much it had take near by one week 8days to deliver .,0
excellent. mavis 350 best for out door playit is durable can play 40 games,1
simply awesome. its cool,1
delightful. good shuttle,1
worthless. these are best,1
worth every penny. this is nonsense product . he cheated me,0
really nice. very fast,0
classy product. nice product,1
worth the money. not of good quality..,0
super . economic sir please very good very economic everybody go for it nice,1
awesome. good one to buy,0
highly recommended. bad,0
nice. nothing to comment on product. but the package was not that great,1
very good. awesome item for this price. we play on hard surface in our housing society.... we hit a lot of smashes.... we can play with 1 shuttlecock for 4 days maximum.,1
not recommended at all. a good onewe played continuously 15 daysvalue of moneysatisfied with this product,1
best in the market . suppar prodect,1
terrific. this one was not seems to be original flight and speed variation was there compared to the original .,1
brilliant. good quality.... good flight... last for 4or 5 games with same flight and speed..,1
terrific. superr,1
really nice. good quality but the shuttlecock got destroyed in an week,0
just wow . nice quality,1
terrific. it sucks i ve got 6 6 shuttles worthless piece of junk,0
wonderful. its very nicei book anything,1
pretty good. it a nice one no wastage of money right utilization of money,1
great product. excellent,1
nice product. the packing is very good and the rate is moderate,1
wonderful. original.,1
delightful. ya good,1
perfect product . gud quality,1
best buy. good to play,1
mind blowing purchase. original product i recommend.,1
awesome. some better,1
really nice. good original product,1
terrific. good product,1
just wow . supper duper,1
fair. seem to genuine ones..,1
not good. good product and service,1
great product. best deal on proven product.,1
did not meet expectations. thanks to flip cart for before expected delivery,1
classy product. best one... worthy for money,1
great product. good but in the add you have given mavis 350 1 2 doz 3. where is 3,1
excellent. best product.....no need to confuse....just buy it....,1
best in the market . fast deliveryoriginal productreasonable price,1
terrific purchase. he say first 620 and amount take 700,1
very nice shuttle. good,0
very good. good produt,0
great product. its good in flipkart as its easy to order any thing.,1
mind blowing purchase. worst product wrong item send,0
great product. it was delivered before time thanks,1
nic. good quality products,1
highly recommended. nice product ....i am really happy thanku flipkart,1
mind blowing purchase. not looking genuine,1
worth the money. best quality for tis rate,1
worth the money. best quality,1
good choice. we play badminton on tar road. this shuttle is very durable and lasts a week on the road. previously we used to use mavi2000i that used to spoil in 2 days.,1
value for money. superb,1
awesome. good shuttles and affordable price,1
original. super quality good product,1
excellent. great quality,1
wonderful. one of the best shuttlecock ever usedmust buy for everyone,1
terrific. it s great experience to buying yonex 350 from flipkart .flipkart five awesome offers,1
worst experience ever . good product,1
does the job. good product i think it s original brand,1
fabulous . product is good but price lil high. waiting for sale season.,1
perfect product . nice shuttle. thanks flipkart for good packing and timely delivery.,1
terrible product. best quality,1
nice product. it s was totally original mavish 350 thanks a lot,1
must buy . good product,1
not good. best from flipkart,1
utterly disappointed. received a completely different item of cheap quality.,0
useless product. best hai bro...,1
super . best shuttle fr outdoor. . i love it,1
value for money. this is an imitation of original mavis 350.i have been playing with mavis for 10 yrs now.,0
terrific purchase. good for indoors,1
awesome. this product is good and dilevery boy also good.........,1
really nice. product as expected and displayed.... thankyou,1
terrific. best in quality.,1
brilliant. quality is poor. few are not good at beginning.,0
great product. very disgusting product .,0
really nice. poor quality,0
simply awesome. nic,1
absolute rubbish . very good product,1
classy product. solid,1
classy product. ee recived the orginal one nice..,1
classy product. good product by yonex,1
not good. not bad,0
terrific purchase. best shuttle,0
perfect product . nice price,1
waste of money . great product,1
good quality product. nice and genuine product,1
classy product. good product but rate is high,1
best in the market . satisfied,1
excellent. default product delivered by your company,0
very good. super,1
good. great..,1
just okay. ideal for beginner and intermediate level players. lasts longer.,1
good. ok,1
worth the money. bad quality,0
not good. nice product...,1
wonderful. good.,1
brilliant. not so good...very poor quality.,0
just wow . good productbut doesn t have life for long time,1
wonderful. very bad quality,0
just wow . gud to play,0
terrific. using the 1st out of 6 shuttles. so far so good,0
its ok. good product,1
perfect product . few shuttles are not good.,0
awesome. it came very soon i really appreciate,1
pretty good. nice durability,1
delightful. best shuttle in good price,1
value for money. the product was well packed n contained mavis 350 shuttles only n were brand new. delivered with 24 hours. happy with the purchase,1
nice. nice very good product,1
really nice. good packing and delivery. product original and yonex 350 always better to buy for senior players,1
fabulous . fast delivery good packing and 100 original,1
great product. not bad,0
terrific. gvry gd product,1
awesome. mavis 350 good but coriyar not good every time ask money,1
good quality product. best badminton experience ever.,1
highly recommended. its a proper professional shuttle and doesn t deviate much in the open area with the wind pressure,1
good. i loved it,1
worth every penny. shuttlecock quality is okay lasts only for 2 3 games doubles 21 point after which it wobbles,1
good choice. thanks to ekart boy.. good service,1
awesome. good product buy less than 650,1
really nice. good price,1
super . nice product and the shuttles are super,1
just okay. nice one go for it.,1
fabulous . 90 ok,1
fabulous . delivered within one day . good,1
fabulous . the product is awesome and the delivery boy delivered the product on time and he was very nice person.,1
delightful. best price in all yonex suttle,1
yonex rocks. good,1
mind blowing purchase. suits our group...,1
good choice. nice,0
best in the market . not bad...,0
just okay. i felt difference in shuttle quality comparing with offline store..i doubt product authenticity..,0
good quality product. nice,1
great product. genuine and good product best service by flipkart,1
really nice. mst awom product,1
worth every penny. thanks.,1
could be way better. nice one with affordable price,1
awesome. good one,1
only for professionals. i am satisfied with ur service,1
very good. best for professionals,1
expected a better product. gud,1
delightful. average,0
worth the money. very good quality,1
awesome. it is good in qualityperformance is goodbut life time is short,1
just wow . great suttle by yonex,1
wonderful. very bad product,0
brilliant. good quality product thanks for yonex,1
really nice. its good for professionals.. for beginners it will have less life.. u can get it running only for 3 days..,0
must buy . as found as expected,1
terrific. very good product,1
useless product. this is worth buying trust me .,1
simply awesome. most durable product,1
best in the market . good and delivered as mentioned,1
excellent. timely delivery and product as expected,1
yonex mavis 350. price is lower than other sellersbut it is slower than mavis 10 blue cap,1
just wow . nice product,0
good quality product. product is original genuine. simply super b.thanks to flip kart.,1
just wow . worst product delivery from flipkart flipkart is not bothering about customers it s simply delivering unsealed and used products.,0
shuttle awesome. good,1
brilliant. nice product at lowest price..,1
nice. super product,1
must buy . good shuttles.,1
worth the money. excellent product at low price...genuine... loved it...,1
just wow . gud,1
highly recommended. fabulous product,1
moderate. best shuttles... used for pro tournaments.... 1 shuttle can be used 2 3 days rough use intermediate play,1
great product. very nice,1
simply awesome. satisfied with the quality. good product.,1
must buy . nice and gud product no damage gud,1
awesome. 5star for flipkart delivery. order placed at 7.30pm shipped at 8pm delivered next morning at 10am. bangalore thumbs. up to their logistics. product is original,1
wonderful. very good quality was supplied,0
worth the money. excellent....,1
value for money. nice one.. as quality concerns old dated manufacturing,1
great product. good quality shuttle. original,1
classy product. original product good quality,1
terrible product. packaging was very pathetic. the box containing the shuttle was deformed. proper packaging was required i guess.,0
must buy . gud product,1
simply awesome. very nice to play,1
did not meet expectations. very good product..,1
really nice. good one....,1
highly recommended. good product,1
good quality product. the seller is good the product was new. and delivery was also on time.,1
nice product. nothing,0
delightful. very good,1
worth every penny. good quality product,1
good choice. waste,0
brilliant. it s good,1
simply awesome. fine,1
simply awesome. cork not good,1
could be way better. good,0
a . nice,1
terrific. better,1
really nice. very nice,1
perfect product . very good quality,1
value for money. it s awesome,1
worth the money. good product,1
delightful. top class,1
simply awesome. it is not good so very lose,0
hated it . good pankig,1
classy product. product is good. improvement required in delivery time.,1
best in the market . thank you flipkart for my return and great shuttle to play in outdoor,1
really nice. shuttles speed is proper. quality is not great. two hours of play n the shuttle is totally in a devasted condition . good but not great is the conclusion . would i buy again is a question to think about.,0
must buy . good product,1
fair. original yonex shuttle. it s flight is good even after using for more than 10 games.,1
highly recommended. too bad don t buy,0
nice product. nyc,1
terrific purchase. good to purchase,1
nila asangbam. good,1
very good. good enough for the price,1
nice. good,1
good 1 for intermediate players. nice quality,1
awesome. best for playing...slightly faster than feather shuttles...but gr8 than other nylon shuttles ...,1
best in the market . product is not up to the mark..shuttlecocks get tarn in few days itself,0
good. awesome,1
highly recommended. product is very nice delivery is very bad,1
delightful. best ever,1
moderate. arrived on time good product,1
worst experience ever . excellent,1
must buy . i think it is perfect shuttle 4 beginners n regular practice.,0
must buy . very good product,1
decent product. nice product,1
wonderful. poor quality,1
great product. perfect,1
simply awesome. original product. great deal,1
highly recommended. stays long ..,1
awesome. fast delevery. item quality good.,1
nice. nice,1
waste of money . so bad,1
don t waste your money. got it for 600decent product,1
terrific purchase. good product,0
moderate. worth,1
good choice. nice product...,1
just wow . wasted,1
excellent. love it...,1
value for money. ok,0
useless product. discounted items are really worst. all the shuttle got damaged from cork after 2 3 matches. this happened for all 4 who ordered in similar time. it must be priced around 500 for such a poor build quality. it must be recycled cork. now a days retailer shops are also selling at same price 700 better to purchase from there,0
slightly disappointed. super i buy this offer the price is good 640,1
utterly disappointed. low quality product,0
fabulous . thanku flipkart,1
not good. mavis 350 shuttles are excellent but if these comes in contact with dewa water these don t last for much time.,0
absolute rubbish . i am using from last 2 year for regular playing best nylon shuttle..,1
wonderful. great one....,1
value for money. awesome,1
nice product. good quality delivered earlier than expected date...,1
slightly disappointed. good product but late delivery...,0
wonderful. worst don t buy.. all the corks are throttling..delivering qa failed products,0
best in the market . thise product too old,0
classy product. though it is mentioned as yonex quality is poor.,1
simply awesome. it was a horrible experience for me. first the seller sent a pack of white child playing shuttle of may be 20 . that too this was packed in mavis 350 cover. when contacted flipkart told dat they had no idea why d seller did so despite d fact dat it was flipkart assured . anyway they promised to change they changed it. relieved,0
excellent. poor quality,0
pretty good. good quality.,1
wonderful. good product,1
simply awesome. great,1
does the job. very very poor quality,0
perfect product . good product and it s good for out door courts must buy,1
highly recommended. nice product. worth for money. low price.,1
fair. awesome price.. gud package and authentic product,1
very good. good product ...,1
wonderful. superb,1
worthless. super quality....,1
worth the money. product is good,1
must buy . good product,0
awesome. very gud 1,1
best in the market . delivered in right time,1
worth the money. excellent price,1
good. 1 shuttle is almost going for 10 doubles hard games.but little bit fast as compared to similar model from other vendors.,0
value for money. product is good.service is very fast. within 2 days i got my item. thanks flipkart.,1
just okay. such a low quality product. this one is not original mavis 350 as each cork has not lasted for even a single match. this seller has to be blacklisted by flipkart.,0
brilliant. it is good and delivered on time but the shuttle doesn t last for even 4 days ...the sticker inside it got out the first day..,1
terrific. poor quality,0
good quality product. awesome......,1
super . i was getting for 640 so i ordered 2.,1
good product. very good,1
awesome. fine,0
just wow . product is very good.,1
terrific. nice,0
just wow . best shuttles for beginners and good practicing badminton i will always suggest mavis 350 for outdoor and indoor as well,1
wonderful. igood product,1
good. genuine mavis 350 shuttle. thanks flipkart for such amazing price.,1
delightful. very good product,1
nice. good product.,1
decent product. nice product.,1
wonderful. v good,1
simply awesome. very very good,1
simply awesome. good not bad,0
awesome. send the product with extra packing as it can not be used if it is pressed during transportation,0
worth the money. satisfactory,1
simply awesome. soo nice and it is the correct price to buy,1
wonderful. nice product,0
excellent. good,0
just wow . very good product and reasonable price,1
wonderful. less price frm mrkt nice prdct but very delay to delivery thts nt gd,1
must buy . 100 pure products that i received,1
perfect product . product was not good,0
value for money. best of yonex mavis. value price super fast delivery in 1 day,1
excellent. excellent product.... thanks flipkart for fast delivery....,1
awesome. not bad its really good quality,1
mind blowing purchase. fully satisfied with these order,1
brilliant. awesome quality and best price,1
classy product. very nice product...good quality.,1
good choice. delivery boy is very nice in behaviour,1
mind blowing purchase. very good product like normal sports store all 6 are nice condition.,1
awesome. good quality shuttle....lasts upto one week per shuttle even after rough use,1
brilliant. nice bt come to delay,1
pretty good. good purchase,1
really nice. it s good product....durability is well.,1
terrific purchase. good serviece,1
must buy . excellent,1
perfect product . product is good..,1
perfect product . it was amazing hello flipkart i wany you to tell somthing that my badminton tournament is coming so please please give free delivery on yonex voltric 100ld please please ok .,1
very good. i m very happy to you are service. keep it up,1
nice product. very good.. superb,1
mind blowing purchase. i like,1
highly recommended. satisfying product one can easily rely on flipkart,1
worth the money. original and good product,1
useless product. cool product in less price thanks for this flipkart,1
must buy . superb shipping..fast delivery...good item at shown...thanx flipcart,1
nice product. its nice and recommend to use it made in japanvery good quality,1
just wow . it is good shuttle but costly.,1
